,,,,,,Player Statlines,,,,,
3,5,19,Hurricanes,Dodgers,Iguane Fabuleux,975,4,3,2,7,
3,5,19,Hurricanes,Dodgers,Peabs,1030,3,4,4,4,
3,5,19,Dodgers,Hurricanes,Bolio,687,4,0,0,7,
3,5,19,Dodgers,Hurricanes,Red Line,565,0,3,3,3,
3,1,20,Spectre,Flames,Plum,726,3,0,1,6,
3,1,20,Spectre,Flames,Vitali,330,1,0,2,3,
3,1,20,Flames,Spectre,SmilezRL,577,1,2,2,3,
3,1,20,Flames,Spectre,Erayne,463,2,0,2,3,
3,2,20,Spectre,Flames,Plum,670,2,1,3,4,
3,2,20,Spectre,Flames,Vitali,827,3,0,4,7,
3,2,20,Flames,Spectre,SmilezRL,240,0,0,1,6,
3,2,20,Flames,Spectre,Erayne,282,0,0,2,3,
3,3,20,Spectre,Flames,Plum,450,2,1,0,4,
3,3,20,Spectre,Flames,Vitali,723,2,1,4,4,
3,3,20,Flames,Spectre,SmilezRL,409,0,3,1,2,
3,3,20,Flames,Spectre,Erayne,682,3,0,2,6,
3,4,20,Spectre,Flames,Plum,613,1,1,5,5,
3,4,20,Spectre,Flames,Vitali,511,2,0,2,5,
3,4,20,Flames,Spectre,SmilezRL,672,2,2,2,3,
3,4,20,Flames,Spectre,Erayne,627,2,1,3,6,
3,5,20,Spectre,Flames,Plum,866,4,2,1,6,
3,5,20,Spectre,Flames,Vitali,938,4,0,3,6,
3,5,20,Flames,Spectre,SmilezRL,357,0,1,2,4,
3,5,20,Flames,Spectre,Erayne,356,1,0,1,5,
3,1,21,Comets,Hive,magipod,515,2,0,2,5,
3,1,21,Comets,Hive,isosolo,282,0,1,1,5,
3,1,21,Hive,Comets,Squidd,820,3,1,4,5,
3,1,21,Hive,Comets,Malamente,632,1,3,2,3,
3,2,21,Comets,Hive,magipod,693,3,1,1,7,
3,2,21,Comets,Hive,isosolo,632,2,2,1,6,
3,2,21,Hive,Comets,Squidd,340,0,0,1,0,
3,2,21,Hive,Comets,Malamente,628,2,0,3,5,
3,3,21,Comets,Hive,magipod,312,1,0,0,3,
3,3,21,Comets,Hive,isosolo,403,0,1,2,1,
3,3,21,Hive,Comets,Squidd,474,2,0,1,4,
3,3,21,Hive,Comets,Malamente,252,0,1,1,2,
3,4,21,Comets,Hive,magipod,502,2,0,1,8,
3,4,21,Comets,Hive,isosolo,154,0,0,0,2,
3,4,21,Hive,Comets,Squidd,651,2,0,4,2,
3,4,21,Hive,Comets,Malamente,594,1,2,4,2,
3,5,21,Comets,Hive,magipod,300,0,0,1,3,
3,5,21,Comets,Hive,isosolo,330,0,0,2,3,
3,5,21,Hive,Comets,Squidd,793,4,0,2,5,
3,5,21,Hive,Comets,Malamente,499,0,1,3,5,
3,1,22,Jets,Foxes,Kunics,543,1,1,4,1,
3,1,22,Jets,Foxes,Bond Brother,446,2,0,1,5,
3,1,22,Foxes,Jets,Atokad,426,1,2,1,4,
3,1,22,Foxes,Jets,.bacon,711,3,1,1,7,
3,2,22,Jets,Foxes,Kunics,216,0,0,0,0,
3,2,22,Jets,Foxes,Bond Brother,382,1,0,0,5,
3,2,22,Foxes,Jets,Atokad,639,1,2,3,3,
3,2,22,Foxes,Jets,.bacon,525,2,0,1,2,
3,3,22,Jets,Foxes,Kunics,403,2,0,1,3,
3,3,22,Jets,Foxes,Bond Brother,498,0,1,2,4,
3,3,22,Foxes,Jets,Atokad,923,5,2,1,4,
3,3,22,Foxes,Jets,.bacon,909,3,1,4,4,
3,4,22,Jets,Foxes,Kunics,830,3,2,3,5,
3,4,22,Jets,Foxes,Bond Brother,535,2,1,1,5,
3,4,22,Foxes,Jets,Atokad,550,2,1,1,4,
3,4,22,Foxes,Jets,.bacon,458,2,1,0,6,
3,5,22,Jets,Foxes,Kunics,348,1,1,0,3,
3,5,22,Jets,Foxes,Bond Brother,361,1,0,1,4,
3,5,22,Foxes,Jets,Atokad,592,2,1,2,4,
3,5,22,Foxes,Jets,.bacon,513,1,1,2,3,
3,1,23,Wolves,Sharks,Haimgame,523,0,3,3,0,
3,1,23,Wolves,Sharks,Sean,1087,4,0,5,4,
3,1,23,Sharks,Wolves,Mish,462,2,0,1,6,
3,1,23,Sharks,Wolves,Jdaaab,318,0,1,0,7,
3,2,23,Wolves,Sharks,Haimgame,355,1,0,2,2,
3,2,23,Wolves,Sharks,Sean,460,1,0,1,4,
3,2,23,Sharks,Wolves,Mish,765,3,2,2,6,
3,2,23,Sharks,Wolves,Jdaaab,641,3,1,1,7,
3,3,23,Wolves,Sharks,Haimgame,292,1,0,1,2,
3,3,23,Wolves,Sharks,Sean,530,1,1,1,8,
3,3,23,Sharks,Wolves,Mish,651,2,1,3,4,
3,3,23,Sharks,Wolves,Jdaaab,368,1,1,1,1,
3,4,23,Wolves,Sharks,Haimgame,298,0,2,1,3,
3,4,23,Wolves,Sharks,Sean,858,4,0,3,9,
3,4,23,Sharks,Wolves,Mish,463,2,0,2,5,
3,4,23,Sharks,Wolves,Jdaaab,477,0,2,3,2,
3,5,23,Wolves,Sharks,Haimgame,435,0,2,3,2,
3,5,23,Wolves,Sharks,Sean,800,3,0,4,4,
3,5,23,Sharks,Wolves,Mish,356,0,0,2,3,
3,5,23,Sharks,Wolves,Jdaaab,382,1,0,1,5,
3,1,24,Ducks,Spartans,Giant,584,1,2,2,1,
3,1,24,Ducks,Spartans,Kadu,673,3,1,1,10,
3,1,24,Spartans,Ducks,kccolts81,466,1,1,2,4,
3,1,24,Spartans,Ducks,Blagden,350,2,0,0,3,
3,2,24,Ducks,Spartans,Giant,743,2,3,2,5,
3,2,24,Ducks,Spartans,Kadu,706,3,0,3,3,
3,2,24,Spartans,Ducks,kccolts81,478,1,2,1,5,
3,2,24,Spartans,Ducks,Blagden,715,3,1,1,7,
3,3,24,Ducks,Spartans,Giant,220,1,0,0,3,
3,3,24,Ducks,Spartans,Kadu,390,0,0,3,1,
3,3,24,Spartans,Ducks,kccolts81,478,2,1,0,3,
3,3,24,Spartans,Ducks,Blagden,437,1,1,1,4,
3,4,24,Ducks,Spartans,Giant,654,2,0,3,5,
3,4,24,Ducks,Spartans,Kadu,510,1,1,1,3,
3,4,24,Spartans,Ducks,kccolts81,394,1,0,1,3,
3,4,24,Spartans,Ducks,Blagden,416,1,0,1,5,
3,5,24,Ducks,Spartans,Giant,442,1,1,1,4,
3,5,24,Ducks,Spartans,Kadu,572,3,0,1,3,
3,5,24,Spartans,Ducks,kccolts81,506,2,1,0,5,
3,5,24,Spartans,Ducks,Blagden,511,1,1,3,1,
4,1,25,Bulls,Spectre,RainbowNoms,809,4,2,1,8,
4,1,25,Bulls,Spectre,Floms,1025,4,3,3,8,
4,1,25,Spectre,Bulls,Vitali,563,0,1,4,3,
4,1,25,Spectre,Bulls,PuffTheDargon,322,1,0,2,2,
4,2,25,Bulls,Spectre,RainbowNoms,709,4,0,1,6,
4,2,25,Bulls,Spectre,Floms,688,2,2,2,6,
4,2,25,Spectre,Bulls,Vitali,437,1,0,2,2,
4,2,25,Spectre,Bulls,PuffTheDargon,266,0,1,1,2,
4,3,25,Bulls,Spectre,RainbowNoms,399,1,0,2,2,
4,3,25,Bulls,Spectre,Floms,827,2,1,6,3,
4,3,25,Spectre,Bulls,Vitali,358,0,1,1,4,
4,3,25,Spectre,Bulls,PuffTheDargon,516,2,0,1,7,
4,4,25,Bulls,Spectre,RainbowNoms,652,2,2,3,3,
4,4,25,Bulls,Spectre,Floms,978,4,1,3,8,
4,4,25,Spectre,Bulls,Vitali,540,2,2,1,8,
4,4,25,Spectre,Bulls,PuffTheDargon,965,3,2,4,3,
4,5,25,Bulls,Spectre,RainbowNoms,406,2,1,0,5,
4,5,25,Bulls,Spectre,Floms,1225,5,2,5,8,
4,5,25,Spectre,Bulls,Vitali,842,3,2,2,6,
4,5,25,Spectre,Bulls,PuffTheDargon,667,2,1,3,5,
4,1,26,Elite,Hurricanes,Codex,236,0,0,1,1,
4,1,26,Elite,Hurricanes,El Diablo Rojo,355,1,0,1,2,
4,1,26,Hurricanes,Elite,synthex,226,0,0,1,3,
4,1,26,Hurricanes,Elite,Iguane Fabuleux,230,0,0,1,1,
4,2,26,Elite,Hurricanes,Codex,637,2,2,1,3,
4,2,26,Elite,Hurricanes,El Diablo Rojo,619,3,1,1,3,
4,2,26,Hurricanes,Elite,synthex,290,0,2,0,1,
4,2,26,Hurricanes,Elite,Iguane Fabuleux,368,2,0,0,3,
4,3,26,Elite,Hurricanes,Codex,204,0,0,0,2,
4,3,26,Elite,Hurricanes,El Diablo Rojo,226,0,0,1,4,
4,3,26,Hurricanes,Elite,synthex,476,2,1,1,4,
4,3,26,Hurricanes,Elite,Iguane Fabuleux,682,2,1,2,3,
4,4,26,Elite,Hurricanes,Codex,294,0,0,1,2,
4,4,26,Elite,Hurricanes,El Diablo Rojo,232,0,0,0,4,
4,4,26,Hurricanes,Elite,synthex,418,1,0,1,1,
4,4,26,Hurricanes,Elite,Iguane Fabuleux,642,1,1,4,2,
4,5,26,Elite,Hurricanes,Codex,420,2,1,0,4,
4,5,26,Elite,Hurricanes,El Diablo Rojo,535,2,1,1,4,
4,5,26,Hurricanes,Elite,synthex,260,0,1,1,1,
4,5,26,Hurricanes,Elite,Iguane Fabuleux,451,1,0,2,1,
4,1,27,Tyrants,Dodgers,Fuzh,791,4,0,2,7,
4,1,27,Tyrants,Dodgers,Mage,302,0,2,1,3,
4,1,27,Dodgers,Tyrants,Bolio,887,3,3,3,4,
4,1,27,Dodgers,Tyrants,Jakester,765,3,1,2,6,
4,2,27,Tyrants,Dodgers,Fuzh,802,2,0,6,4,
4,2,27,Tyrants,Dodgers,Mage,426,1,1,1,3,
4,2,27,Dodgers,Tyrants,Bolio,719,1,5,2,7,
4,2,27,Dodgers,Tyrants,Jakester,1050,6,1,1,8,
4,3,27,Tyrants,Dodgers,Fuzh,815,4,1,1,7,
4,3,27,Tyrants,Dodgers,Mage,678,2,1,3,5,
4,3,27,Dodgers,Tyrants,Bolio,490,1,3,1,4,
4,3,27,Dodgers,Tyrants,Jakester,741,3,0,2,7,
4,4,27,Tyrants,Dodgers,Fuzh,823,3,1,2,6,
4,4,27,Tyrants,Dodgers,Mage,587,2,3,1,4,
4,4,27,Dodgers,Tyrants,Bolio,482,1,2,2,3,
4,4,27,Dodgers,Tyrants,Jakester,719,3,1,2,9,
4,5,27,Tyrants,Dodgers,Fuzh,719,2,1,3,4,
4,5,27,Tyrants,Dodgers,Mage,508,1,1,2,4,
4,5,27,Dodgers,Tyrants,Bolio,577,1,1,3,3,
4,5,27,Dodgers,Tyrants,Jakester,368,1,1,1,5,
4,1,28,Pandas,Flames,Riz,321,1,0,1,1,
4,1,28,Pandas,Flames,MapleSurrup,462,1,1,1,2,
4,1,28,Flames,Pandas,SmilezRL,268,0,0,0,1,
4,1,28,Flames,Pandas,Reverse Fridge,355,1,0,1,3,
4,2,28,Pandas,Flames,Riz,446,0,0,4,2,
4,2,28,Pandas,Flames,MapleSurrup,553,2,0,2,4,
4,2,28,Flames,Pandas,SmilezRL,686,3,0,2,5,
4,2,28,Flames,Pandas,Reverse Fridge,365,0,1,1,4,
4,3,28,Pandas,Flames,Riz,384,0,0,2,2,
4,3,28,Pandas,Flames,MapleSurrup,512,2,0,1,6,
4,3,28,Flames,Pandas,SmilezRL,232,0,0,1,3,
4,3,28,Flames,Pandas,Reverse Fridge,405,0,0,3,2,
4,4,28,Pandas,Flames,Riz,510,1,0,3,3,
4,4,28,Pandas,Flames,MapleSurrup,389,0,1,1,4,
4,4,28,Flames,Pandas,SmilezRL,502,1,0,2,4,
4,4,28,Flames,Pandas,Reverse Fridge,661,1,1,3,2,
4,5,28,Pandas,Flames,Riz,432,1,0,2,1,
4,5,28,Pandas,Flames,MapleSurrup,284,0,0,1,3,
4,5,28,Flames,Pandas,SmilezRL,655,2,1,1,3,
4,5,28,Flames,Pandas,Reverse Fridge,368,1,0,0,3,
4,1,29,Comets,Jets,magipod,421,0,1,3,0,
4,1,29,Comets,Jets,isosolo,502,1,0,3,3,
4,1,29,Jets,Comets,BScottyJ,298,1,0,0,6,
4,1,29,Jets,Comets,Bond Brother,502,1,1,2,4,
4,2,29,Comets,Jets,magipod,715,2,1,4,4,
4,2,29,Comets,Jets,isosolo,584,2,1,2,6,
4,2,29,Jets,Comets,BScottyJ,775,3,1,3,4,
4,2,29,Jets,Comets,Bond Brother,679,2,3,2,6,
4,3,29,Comets,Jets,magipod,369,1,0,2,3,
4,3,29,Comets,Jets,isosolo,353,0,1,2,2,
4,3,29,Jets,Comets,BScottyJ,469,1,2,2,3,
4,3,29,Jets,Comets,Bond Brother,881,3,1,3,5,
4,4,29,Comets,Jets,magipod,497,1,1,3,4,
4,4,29,Comets,Jets,isosolo,471,1,0,3,3,
4,4,29,Jets,Comets,BScottyJ,636,1,1,4,3,
4,4,29,Jets,Comets,Bond Brother,456,2,0,0,8,
4,5,29,Comets,Jets,magipod,607,3,0,2,3,
4,5,29,Comets,Jets,isosolo,554,2,2,0,4,
4,5,29,Jets,Comets,BScottyJ,440,2,0,1,3,
4,5,29,Jets,Comets,Bond Brother,471,1,2,1,4,
4,1,30,Wolves,Ducks,Haimgame,577,1,2,3,3,
4,1,30,Wolves,Ducks,Sean,573,2,1,2,5,
4,1,30,Ducks,Wolves,Giant,406,0,0,3,3,
4,1,30,Ducks,Wolves,Kadu,269,0,0,1,2,
4,2,30,Wolves,Ducks,Haimgame,358,1,1,1,1,
4,2,30,Wolves,Ducks,Sean,454,1,1,1,4,
4,2,30,Ducks,Wolves,Giant,265,0,0,2,1,
4,2,30,Ducks,Wolves,Kadu,166,0,0,0,1,
4,3,30,Wolves,Ducks,Haimgame,197,0,0,1,2,
4,3,30,Wolves,Ducks,Sean,743,1,0,5,6,
4,3,30,Ducks,Wolves,Giant,687,3,0,2,5,
4,3,30,Ducks,Wolves,Kadu,363,0,2,1,3,
4,4,30,Wolves,Ducks,Haimgame,156,0,0,1,0,
4,4,30,Wolves,Ducks,Sean,412,0,0,2,2,
4,4,30,Ducks,Wolves,Giant,314,1,0,1,2,
4,4,30,Ducks,Wolves,Kadu,260,0,0,0,2,
4,5,30,Wolves,Ducks,Haimgame,405,1,0,1,2,
4,5,30,Wolves,Ducks,Sean,469,0,0,4,1,
4,5,30,Ducks,Wolves,Giant,290,0,0,2,3,
4,5,30,Ducks,Wolves,Kadu,232,0,0,0,4,
4,1,31,Spartans,Foxes,kccolts81,478,0,4,1,2,
4,1,31,Spartans,Foxes,Sinnicole,976,5,0,4,7,
4,1,31,Foxes,Spartans,.bacon,484,1,2,2,6,
4,1,31,Foxes,Spartans,henrY,493,2,0,2,3,
4,2,31,Spartans,Foxes,kccolts81,164,0,0,0,3,
4,2,31,Spartans,Foxes,Sinnicole,357,0,0,2,2,
4,2,31,Foxes,Spartans,.bacon,422,1,1,1,3,
4,2,31,Foxes,Spartans,henrY,460,1,1,2,3,
4,3,31,Spartans,Foxes,kccolts81,328,0,1,2,1,
4,3,31,Spartans,Foxes,Sinnicole,260,1,0,0,2,
4,3,31,Foxes,Spartans,.bacon,554,1,3,1,3,
4,3,31,Foxes,Spartans,henrY,811,5,0,0,7,
4,4,31,Spartans,Foxes,kccolts81,412,0,0,4,2,
4,4,31,Spartans,Foxes,Sinnicole,613,1,0,3,3,
4,4,31,Foxes,Spartans,.bacon,468,2,0,0,10,
4,4,31,Foxes,Spartans,henrY,527,1,1,3,1,
4,5,31,Spartans,Foxes,kccolts81,292,0,1,1,1,
4,5,31,Spartans,Foxes,Sinnicole,449,1,0,2,4,
4,5,31,Foxes,Spartans,.bacon,596,2,2,1,5,
4,5,31,Foxes,Spartans,henrY,567,2,0,3,3,
4,1,32,Sharks,Hive,Luke_Rocks,897,3,3,2,4,
4,1,32,Sharks,Hive,Jdaaab,978,4,1,1,6,
4,1,32,Hive,Sharks,oogga,498,1,0,2,4,
4,1,32,Hive,Sharks,Prosperity2K,178,0,0,0,2,
4,2,32,Sharks,Hive,Luke_Rocks,633,0,3,3,6,
4,2,32,Sharks,Hive,Jdaaab,816,3,0,4,3,
4,2,32,Hive,Sharks,oogga,462,0,0,2,7,
4,2,32,Hive,Sharks,Prosperity2K,514,1,0,3,4,
4,3,32,Sharks,Hive,Luke_Rocks,805,3,1,2,7,
4,3,32,Sharks,Hive,Jdaaab,680,2,2,1,7,
4,3,32,Hive,Sharks,oogga,486,0,3,1,1,
4,3,32,Hive,Sharks,Prosperity2K,1209,4,0,6,5,
4,4,32,Sharks,Hive,Luke_Rocks,150,1,1,1,1,x
4,4,32,Sharks,Hive,Jdaaab,150,1,1,1,1,x
4,4,32,Hive,Sharks,oogga,50,0,0,0,1,x
4,4,32,Hive,Sharks,Prosperity2K,50,0,0,0,1,x
4,5,32,Sharks,Hive,Luke_Rocks,563,3,0,1,6,
4,5,32,Sharks,Hive,Jdaaab,533,0,2,4,4,
4,5,32,Hive,Sharks,oogga,730,2,2,4,6,
4,5,32,Hive,Sharks,Prosperity2K,864,4,1,2,5,
5,1,33,Bulls,Dodgers,Floms,735,3,0,2,6,
5,1,33,Bulls,Dodgers,Kamedez,582,1,2,1,5,
5,1,33,Dodgers,Bulls,Bolio,570,2,0,2,6,
5,1,33,Dodgers,Bulls,Whiffles,351,0,1,1,3,
5,2,33,Bulls,Dodgers,Floms,649,2,1,3,5,
5,2,33,Bulls,Dodgers,Kamedez,330,1,0,2,2,
5,2,33,Dodgers,Bulls,Bolio,595,1,1,3,2,
5,2,33,Dodgers,Bulls,Whiffles,419,1,1,1,6,
5,3,33,Bulls,Dodgers,Floms,855,3,0,4,5,
5,3,33,Bulls,Dodgers,Kamedez,438,1,2,1,4,
5,3,33,Dodgers,Bulls,Bolio,578,2,1,2,2,
5,3,33,Dodgers,Bulls,Whiffles,438,1,2,0,7,
5,4,33,Bulls,Dodgers,Floms,252,0,0,0,5,
5,4,33,Bulls,Dodgers,Kamedez,352,1,0,1,3,
5,4,33,Dodgers,Bulls,Bolio,1003,3,0,5,5,
5,4,33,Dodgers,Bulls,Whiffles,379,1,1,1,3,
5,5,33,Bulls,Dodgers,Floms,1299,5,4,3,7,
5,5,33,Bulls,Dodgers,Kamedez,782,4,3,0,5,
5,5,33,Dodgers,Bulls,Bolio,607,3,1,0,5,
5,5,33,Dodgers,Bulls,Whiffles,364,1,1,1,5,
5,1,34,Elite,Flames,El Diablo Rojo,763,3,0,4,4,
5,1,34,Elite,Flames,Cearu,534,1,1,2,5,
5,1,34,Flames,Elite,SmilezRL,433,1,0,2,7,
5,1,34,Flames,Elite,Reverse Fridge,326,0,1,1,2,
5,2,34,Elite,Flames,El Diablo Rojo,570,1,1,3,2,
5,2,34,Elite,Flames,Cearu,714,3,1,2,3,
5,2,34,Flames,Elite,SmilezRL,478,1,1,2,5,
5,2,34,Flames,Elite,Reverse Fridge,440,1,1,0,2,
5,3,34,Elite,Flames,El Diablo Rojo,570,1,1,3,2,
5,3,34,Elite,Flames,Cearu,714,3,1,2,3,
5,3,34,Flames,Elite,SmilezRL,478,1,1,2,5,
5,3,34,Flames,Elite,Reverse Fridge,440,1,1,0,2,
5,4,34,Elite,Flames,El Diablo Rojo,480,2,1,0,7,
5,4,34,Elite,Flames,Cearu,508,2,1,1,4,
5,4,34,Flames,Elite,SmilezRL,561,1,0,4,2,
5,4,34,Flames,Elite,Reverse Fridge,463,1,1,1,1,
5,5,34,Elite,Flames,El Diablo Rojo,611,2,0,3,3,
5,5,34,Elite,Flames,Cearu,593,1,2,2,5,
5,5,34,Flames,Elite,SmilezRL,444,1,0,2,1,
5,5,34,Flames,Elite,Reverse Fridge,442,0,1,2,5,
5,1,35,Hurricanes,Spectre,Iguane Fabuleux,501,2,0,2,5,
5,1,35,Hurricanes,Spectre,Peabs,504,0,1,3,3,
5,1,35,Spectre,Hurricanes,PuffTheDargon,493,1,0,4,2,
5,1,35,Spectre,Hurricanes,Vitali,356,0,1,1,5,
5,2,35,Hurricanes,Spectre,Iguane Fabuleux,872,4,1,1,8,
5,2,35,Hurricanes,Spectre,Peabs,551,2,0,3,3,
5,2,35,Spectre,Hurricanes,PuffTheDargon,224,0,0,1,1,
5,2,35,Spectre,Hurricanes,Vitali,234,0,0,1,3,
5,3,35,Hurricanes,Spectre,Iguane Fabuleux,931,4,1,3,6,
5,3,35,Hurricanes,Spectre,Peabs,432,2,1,0,3,
5,3,35,Spectre,Hurricanes,PuffTheDargon,305,0,1,1,2,
5,3,35,Spectre,Hurricanes,Vitali,690,2,0,3,4,
5,4,35,Hurricanes,Spectre,Iguane Fabuleux,621,2,0,2,6,
5,4,35,Hurricanes,Spectre,Peabs,570,0,1,5,2,
5,4,35,Spectre,Hurricanes,PuffTheDargon,302,0,0,1,5,
5,4,35,Spectre,Hurricanes,Vitali,523,1,0,2,5,
5,5,35,Hurricanes,Spectre,Iguane Fabuleux,757,3,1,1,4,
5,5,35,Hurricanes,Spectre,Peabs,400,1,0,1,4,
5,5,35,Spectre,Hurricanes,PuffTheDargon,180,0,0,1,1,
5,5,35,Spectre,Hurricanes,Vitali,278,0,0,0,3,
5,1,36,Tyrants,Pandas,Zack,629,2,1,2,4,
5,1,36,Tyrants,Pandas,Barry Allen,372,1,1,1,4,
5,1,36,Pandas,Tyrants,Riz,405,0,0,4,1,
5,1,36,Pandas,Tyrants,MapleSurrup,228,1,0,0,4,
5,2,36,Tyrants,Pandas,Zack,793,5,0,0,9,
5,2,36,Tyrants,Pandas,Barry Allen,717,2,2,4,5,
5,2,36,Pandas,Tyrants,Riz,518,0,3,3,1,
5,2,36,Pandas,Tyrants,MapleSurrup,659,4,0,1,7,
5,3,36,Tyrants,Pandas,Zack,448,2,0,1,5,
5,3,36,Tyrants,Pandas,Barry Allen,286,0,1,1,1,
5,3,36,Pandas,Tyrants,Riz,254,0,0,1,1,
5,3,36,Pandas,Tyrants,MapleSurrup,300,1,0,1,4,
5,4,36,Tyrants,Pandas,Zack,738,2,0,2,6,
5,4,36,Tyrants,Pandas,Barry Allen,212,0,1,0,4,
5,4,36,Pandas,Tyrants,Riz,334,0,1,1,0,
5,4,36,Pandas,Tyrants,MapleSurrup,607,1,0,5,2,
5,5,36,Tyrants,Pandas,Zack,873,4,1,0,6,
5,5,36,Tyrants,Pandas,Barry Allen,622,2,2,2,2,
5,5,36,Pandas,Tyrants,Riz,670,3,1,1,6,
5,5,36,Pandas,Tyrants,MapleSurrup,392,1,1,0,3,
5,1,37,Comets,Wolves,Tunloink,708,3,1,2,4,
5,1,37,Comets,Wolves,Erayne,1272,5,3,3,9,
5,1,37,Wolves,Comets,Corelli,347,0,0,2,4,
5,1,37,Wolves,Comets,Haimgame,160,0,0,0,2,
5,2,37,Comets,Wolves,Tunloink,660,3,2,1,4,
5,2,37,Comets,Wolves,Erayne,750,3,2,1,5,
5,2,37,Wolves,Comets,Corelli,601,3,0,0,5,
5,2,37,Wolves,Comets,Haimgame,506,1,2,2,2,
5,3,37,Comets,Wolves,Tunloink,604,2,2,1,7,
5,3,37,Comets,Wolves,Erayne,590,3,0,0,8,
5,3,37,Wolves,Comets,Corelli,583,3,0,1,6,
5,3,37,Wolves,Comets,Haimgame,672,1,2,3,3,
5,4,37,Comets,Wolves,Tunloink,852,2,3,4,6,
5,4,37,Comets,Wolves,Erayne,898,3,1,5,4,
5,4,37,Wolves,Comets,Corelli,825,4,0,1,11,
5,4,37,Wolves,Comets,Haimgame,433,0,2,3,2,
5,5,37,Comets,Wolves,Tunloink,523,1,2,1,4,
5,5,37,Comets,Wolves,Erayne,416,2,0,0,2,
5,5,37,Wolves,Comets,Corelli,754,3,1,2,5,
5,5,37,Wolves,Comets,Haimgame,505,1,3,1,1,
5,1,38,Jets,Spartans,Bond Brother,842,2,2,3,6,
5,1,38,Jets,Spartans,BScottyJ,418,2,1,0,4,
5,1,38,Spartans,Jets,Blagden,586,2,1,2,5,
5,1,38,Spartans,Jets,TosCrazy,564,1,2,3,1,
5,2,38,Jets,Spartans,Bond Brother,915,5,2,1,8,
